date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:11:03	74256/74256	---MCZ	200	added ('OK')	font/woff2	date:Wed,%2018%20Aug%202021%2004:51:30%20GMT	https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/css/all.min.css)
09:11:04	96256/96256	---MCZ	200	added ('OK')	font/woff	date:Wed,%2018%20Aug%202021%2004:51:30%20GMT	https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.woff	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/css/all.min.css)
09:11:05	186444/186444	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2018%20Aug%202021%2004:51:30%20GMT	https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/css/all.min.css)
09:11:07	816926/816926	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Aug%202021%2004:51:30%20GMT	https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.svg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from https://portotheme.com/html/porto_ecommerce/assets/vendor/fontawesome-free/css/all.min.css)
09:11:07	33723/33723	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2011:53:44%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/banners/category-banner.png	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/banners/category-banner.png	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:08	8814/8814	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-8.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-8.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:09	11163/11163	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-10.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-10.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:10	7043/7043	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:08%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-12.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-12.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:10	8496/8496	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-13.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-13.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:11	6008/6008	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-14.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-14.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:11	7508/7508	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-15.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-15.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:12	1142/1142	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-1.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-1.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:13	1173/1173	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-6.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-6.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:13	1329/1329	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:15%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:15	22056/22056	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Aug%202021%2004:51:28%20GMT	https://portotheme.com/html/porto_ecommerce/assets/js/nouislider.min.js	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/js/nouislider.min.js	(from https://portotheme.com/html/porto_ecommerce/demo23-shop.html)
09:11:16	306522/306522	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Sep%202021%2005:22:02%20GMT	https://portotheme.com/html/porto_ecommerce/assets/css/style.min.css	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/css/style.min.css	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:17	124863/124863	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2002:11:16%20GMT	https://portotheme.com/html/porto_ecommerce/demo4.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/demo4.html	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:17	1239/1239	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2011:53:42%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/logo.png	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/logo.png	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:17	497/497	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2011:53:42%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/phone.png	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/phone.png	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:18	103750/103750	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Mar%202024%2002:11:17%20GMT	https://portotheme.com/html/porto_ecommerce/product.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/product.html	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:18	1893/1893	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Aug%202021%2004:48:54%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/payments/payment-visa.svg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/payments/payment-visa.svg	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:18	6333/6333	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Aug%202021%2004:48:54%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/payments/payment-paypal.svg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/payments/payment-paypal.svg	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:18	4330/4330	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2011:53:42%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/payments/payment-stripe.png	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/payments/payment-stripe.png	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:18	6571/6571	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Aug%202021%2004:48:54%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/payments/payment-verisign.svg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/payments/payment-verisign.svg	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:19%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/login.html)
09:11:20	5062/5062	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-4.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/wishlist.html)
09:11:20	5765/5765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-5.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-5.jpg	(from https://portotheme.com/html/porto_ecommerce/wishlist.html)
09:11:20	4774/4774	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-6.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-6.jpg	(from https://portotheme.com/html/porto_ecommerce/wishlist.html)
09:11:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:22%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/wishlist.html)
09:11:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:23%20GMT	https://portotheme.com/html/porto_ecommerce/my-account.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/my-account.html	(from https://portotheme.com/html/porto_ecommerce/wishlist.html)
09:11:25	16903/16903	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/zoom/product-1.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/zoom/product-1.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:25	6842/6842	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2011:53:42%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/single/body-shape.png	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/single/body-shape.png	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:25	2318/2318	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:52%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/blog/author.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/blog/author.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:26	9903/9903	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-11.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/product-11.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:27	1316/1316	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-3.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-3.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:27	1193/1193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-4.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:28	897/897	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-5.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-5.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:29	1206/1206	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-7.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-7.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:29	1040/1040	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-12.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-12.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:30	1249/1249	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-8.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-8.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:31	1302/1302	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-9.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-9.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:31	1174/1174	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-10.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-10.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:32	1437/1437	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-10-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-10-2.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:33	1177/1177	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:49:10%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-11.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/demoes/demo23/products/small/product-11.jpg	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:34%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/demo23-product.html)
09:11:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:36%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/cart.html)
09:11:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:38%20GMT	https://portotheme.com/html/porto_ecommerce/category-sidebar-left.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/category-sidebar-left.html	(from https://portotheme.com/html/porto_ecommerce/checkout.html)
09:11:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2002:11:40%20GMT	https://portotheme.com/html/porto_ecommerce/my-account.html	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/my-account.html	(from https://portotheme.com/html/porto_ecommerce/checkout.html)
09:11:40	20340/20340	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:54%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/banners/banner-top.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/banners/banner-top.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:40	5117/5117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-1-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-1-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:41	4423/4423	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-2-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-2-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:41	3176/3176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-3-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-3-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:41	4780/4780	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-4-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-4-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:41	6245/6245	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-5-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-5-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:42	5244/5244	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-6-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-6-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:42	7492/7492	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-7.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-7.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:42	4938/4938	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-7-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-7-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:43	3592/3592	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-8.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-8.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:43	3514/3514	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-8-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-8-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:43	4355/4355	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-9.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-9.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:43	4582/4582	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-9-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-9-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:43	7363/7363	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:58%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-10.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-10.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:44	5793/5793	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:58%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-10-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-10-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:44	5618/5618	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:58%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-11.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-11.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:44	4724/4724	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:58%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-11-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-11-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:44	4211/4211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:54%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-12.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-12.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:44	4035/4035	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:58%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/product-12-2.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/product-12-2.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
09:11:45	1378/1378	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2004:48:56%20GMT	https://portotheme.com/html/porto_ecommerce/assets/images/products/small/product-4.jpg	D:/SP24/EXE101/Coli-FrontEnd/Coli-FrontEnd/portotheme.com/html/porto_ecommerce/assets/images/products/small/product-4.jpg	(from https://portotheme.com/html/porto_ecommerce/category.html)
